[2019-12-14 06:00:43] RabbitPrint.WARNING:  | | | proses_daftar_invoice.php -> hapus_pelanggan [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20191214/002 [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000015","surat_jalan_detail_nama_barang":"NAMA","surat_jalan_detail_jenis_print":"MOTIF","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"001","surat_jalan_detail_nama_warna":"BIRU","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"10","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":"1 BK KANAN"},{"surat_jalan_detail_pesanan_key":"0000000016","surat_jalan_detail_nama_barang":"NAMA","surat_jalan_detail_jenis_print":"MOTIF","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"002","surat_jalan_detail_nama_warna":"MERAH","surat_jalan_detail_ukuran":"","surat_jalan_detail_subtotal_qty":"10","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll","surat_jalan_detail_keterangan":""}] [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> sql_pesanan :  [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_ukuran, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/002', '001', 'BIRU', '0000000015', 'NAMA', 'MOTIF', 2, '', 10, 'Kg', 1, 'Roll', '1 BK KANAN'),( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/002', '002', 'MERAH', '0000000016', 'NAMA', 'MOTIF', 2, '', 10, 'Kg', 1, 'Roll', '') [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_total, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/002', 'M00SDNF', '2019-12-14', 'U', 10, 'PSN/20191214/001', 20, 'B') [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-12-14 07:38:12] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191214/002' [] []
[2019-12-14 07:38:12] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191214/002' [] []
[2019-12-14 07:38:58] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:38:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 10 [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:42:02] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:42:06] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191214/002' [] []
[2019-12-14 07:42:06] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191214/002' [] []
[2019-12-14 07:44:12] RabbitPrint.WARNING:  | | | pelanggan.php -> membuka halaman [] []
[2019-12-14 07:44:12] RabbitPrint.WARNING:  | | | pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:44:12] RabbitPrint.WARNING:  | | | pelanggan.php -> jml. pelanggan : 0 [] []
[2019-12-14 07:44:14] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:44:14] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:44:14] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:44:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:44:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:44:17] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:44:17] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:44:17] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:49:57] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:49:57] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:49:57] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:49:57] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:49:57] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:52:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:52:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:52:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:52:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:52:40] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:54:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:54:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:54:35] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:54:35] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:54:35] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:59:04] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:59:04] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:59:04] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:59:04] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:59:04] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:00:12] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:00:12] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:00:12] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:00:12] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:00:12] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:00:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:00:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:00:23] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:00:23] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:00:23] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:03:32] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:03:32] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:03:32] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:03:32] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:03:32] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:06:43] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:06:43] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:06:43] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:06:43] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:06:43] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:08:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:08:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:08:02] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:08:02] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:08:02] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:09:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:09:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:09:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:09:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:09:00] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:17:54] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:17:54] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:17:54] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:17:54] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:17:54] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:20:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:20:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:20:23] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:20:23] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:20:23] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:23:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:23:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:23:38] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:23:38] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:23:38] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:24:22] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:24:22] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:24:22] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:24:22] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:24:22] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 08:26:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 08:26:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 08:26:59] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 08:26:59] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 08:26:59] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
