[2019-05-19 09:01:57] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:35:11] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:35:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:35:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:35:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 21:35:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 21:35:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:35:18] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:35:21] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:35:21] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/002 [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000013","surat_jalan_detail_nama_barang":"Marrr","surat_jalan_detail_jenis_print":"Print print","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"1124","surat_jalan_detail_nama_warna":"Hijau","surat_jalan_detail_subtotal_qty":"30","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/002', '1234RAR', '2019-05-19', 'U', 1, 'PSN/20190512/001', 'B') [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', '0000000013', '1124', 'Hijau', '0000000013', 'Marrr', 'Print print', 2, 30, 'Kg', 1, 'Roll', '' '') [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/002' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190512/001' AND p.detail_pesanan_nama_barang = 'Marrr' AND p.detail_pesanan_jenis_print = 'Print print' [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 21:35:28] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 21:35:29] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/002' [] []
[2019-05-19 21:35:29] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/002' [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:36:24] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:39:43] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:39:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 21:39:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 21:39:45] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:39:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:39:51] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:39:51] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:39:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:40:01] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 21:40:01] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 21:40:01] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:40:09] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:40:11] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:40:11] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/003 [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000014","surat_jalan_detail_nama_barang":"Marrr","surat_jalan_detail_jenis_print":"Print print","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"","surat_jalan_detail_nama_warna":"Pink","surat_jalan_detail_subtotal_qty":"50","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/003', '1234RAR', '2019-05-19', 'U', 1, 'PSN/20190512/001', 'B') [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', '0000000014', '', 'Pink', '0000000014', 'Marrr', 'Print print', 2, 50, 'Kg', 1, 'Roll', '' '') [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/003' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190512/001' AND p.detail_pesanan_jenis_print = '0000000014' [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 21:40:16] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 21:40:17] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/003' [] []
[2019-05-19 21:40:17] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/003' [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:40:23] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:05:50] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 22:05:50] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 22:05:50] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:05:53] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:05:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 22:05:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 22:05:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:07:26] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = '1234RAR', pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : SUCCESS [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'kain 1', detail_pesanan_jenis_print = 'bunga', detail_pesanan_warna = 3, detail_pesanan_detail_kain = '1121', detail_pesanan_nama_warna = 'Biru', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = '', detail_pesanan_sisi_kiri = '', detail_pesanan_sisi_blkng = '', detail_pesanan_qty = 30, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 1, detail_pesanan_keterangan = '' WHERE detail_pesanan_key = '0000000011' [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'kain 1', detail_pesanan_jenis_print = 'bunga', detail_pesanan_warna = 3, detail_pesanan_detail_kain = '1321', detail_pesanan_nama_warna = 'Merah', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = '', detail_pesanan_sisi_kiri = '', detail_pesanan_sisi_blkng = '', detail_pesanan_qty = 50, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 1, detail_pesanan_keterangan = '' WHERE detail_pesanan_key = '0000000012' [] []
[2019-05-19 22:07:46] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update ke detail_pesanan -> BERHASIL [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:07:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = '1234RAR', pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : SUCCESS [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'Marrr', detail_pesanan_jenis_print = 'Print print', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '1124', detail_pesanan_nama_warna = 'Hijau', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = '', detail_pesanan_sisi_kiri = '', detail_pesanan_sisi_blkng = '', detail_pesanan_qty = 30, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 1, detail_pesanan_keterangan = '' WHERE detail_pesanan_key = '0000000013' [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'Marrr', detail_pesanan_jenis_print = 'Print print', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '1134', detail_pesanan_nama_warna = 'Pink', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = '', detail_pesanan_sisi_kiri = '', detail_pesanan_sisi_blkng = '', detail_pesanan_qty = 50, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 1, detail_pesanan_keterangan = '2 Bp' WHERE detail_pesanan_key = '0000000014' [] []
[2019-05-19 22:08:09] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update ke detail_pesanan -> BERHASIL [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:08:11] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:09:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:09:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:09:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:09:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 22:09:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
